tissue_pair	splicing_class	n_genes	df	spearman_rho	ci_low_95	ci_high_95	p_value_two_sided	bh_adjusted_p	significant_at_fdr_0.1
Cells-Culturedfibroblasts_v_AdrenalGland	productive	321	319	0.0139684997650304	-0.09565194749425189	0.12325419793156953	0.8031271043814923	0.944180460722766	False
Skin-NotSunExposed_Suprapubic_v_Liver	productive	403	401	0.0122755509536208	-0.08551634225439536	0.1098331828658703	0.8059347795186477	0.944180460722766	False
Adipose-Visceral_Omentum_v_WholeBlood	productive	451	449	0.0115457997144554	-0.08087931568156181	0.1037740512986759	0.8068257301881823	0.944180460722766	False
Brain-Cortex_v_Pituitary	productive	502	500	0.0109261369913493	-0.07666535070021874	0.09835026851775687	0.8070751426996028	0.944180460722766	False
Ovary_v_Skin-SunExposed_Lowerleg	productive	400	398	0.0121454934202411	-0.08601225367768815	0.11006972058257813	0.8086572622411865	0.944180460722766	False
Esophagus-GastroesophagealJunction_v_Brain-Spinalcord_cervicalc-1	productive	534	532	0.0104810826368823	-0.07443811471581517	0.0952493682128064	0.8090587030996259	0.944180460722766	False
Cells-Culturedfibroblasts_v_SmallIntestine-TerminalIleum	productive	285	283	0.0143730395703644	-0.10199029634252639	0.13034835908022077	0.8090971507719985	0.944180460722766	False
Brain-Nucleusaccumbens_basalganglia_v_Prostate	productive	549	547	-0.0102471314740491	-0.09385139146626766	0.07350063765863388	0.8106736948098343	0.944180460722766	False
Brain-Putamen_basalganglia_v_Spleen	productive	696	694	0.0090042232603641	-0.0653566217294366	0.08326561502686923	0.8125593928565428	0.945389485331578	False
Brain-Cerebellum_v_Brain-Anteriorcingulatecortex_BA24	productive	177	175	0.0178581594448952	-0.129996484349483	0.164935864048052	0.8134925605104855	0.9455210909965622	False
Ovary_v_SmallIntestine-TerminalIleum	productive	291	289	0.0137376808196636	-0.10140910444192339	0.12852125678544157	0.8154899070932607	0.9468880794345715	False
Cells-Culturedfibroblasts_v_Brain-Anteriorcingulatecortex_BA24	productive	733	731	0.008340626788193	-0.06411389700838965	0.08070767934371496	0.8216428808173547	0.9521025835826712	False
Uterus_v_Brain-Anteriorcingulatecortex_BA24	productive	696	694	-0.0084878303987716	-0.08275257417706829	0.06587066337357594	0.8231262464788203	0.9521025835826712	False
MinorSalivaryGland_v_WholeBlood	productive	507	505	0.0095308352133849	-0.07761815544521616	0.09653528049301865	0.8304864320617004	0.9559358150459621	False
Pituitary_v_Cells-EBV-transformedlymphocytes	productive	784	782	-0.0076250013549912	-0.07760284862086954	0.06242760776529364	0.8312002285367489	0.9559358150459621	False
Brain-Spinalcord_cervicalc-1_v_Nerve-Tibial	productive	461	459	-0.0099297319914479	-0.10116813158186116	0.08147430307982566	0.8316180543901177	0.9559358150459621	False
Cells-EBV-transformedlymphocytes_v_Brain-Hippocampus	productive	931	929	0.0069448732917716	-0.05733182112159122	0.07116423073244475	0.832402045365261	0.9559358150459621	False
Kidney-Cortex_v_Ovary	productive	314	312	-0.0116979587034897	-0.12222746618839668	0.09911815172788141	0.8364248013529376	0.9585747703708039	False
Stomach_v_Brain-Caudate_basalganglia	productive	553	551	0.0086746544859105	-0.07476009642622197	0.0919887961634612	0.8387168895309788	0.9585747703708039	False
Cells-EBV-transformedlymphocytes_v_Artery-Tibial	productive	671	669	-0.0075711938060166	-0.08321284090660996	0.06815719719801222	0.8447989376000342	0.9609730261454422	False
Uterus_v_Brain-Amygdala	productive	612	610	-0.0078692874243618	-0.08707137994109054	0.07143166207298536	0.8459563066241318	0.9609730261454422	False
Pituitary_v_Ovary	productive	295	293	-0.011269993233932	-0.12531017895937324	0.1030641215781346	0.8471525678294058	0.9613847546331742	False
Brain-Cortex_v_Adipose-Visceral_Omentum	productive	688	686	-0.0072377646046218	-0.08194111016624615	0.06754645463920671	0.8496993424895757	0.9614360568110705	False
Heart-LeftVentricle_v_SmallIntestine-TerminalIleum	productive	335	333	0.010232446988828	-0.09703076393029049	0.11726069236847893	0.8519825861563802	0.962331627839173	False
Brain-Anteriorcingulatecortex_BA24_v_Adipose-Subcutaneous	productive	743	741	-0.0067702358943852	-0.07865804764854435	0.06518762248186138	0.8538293627749123	0.962331627839173	False
Brain-Putamen_basalganglia_v_SmallIntestine-TerminalIleum	productive	665	663	-0.0070534616498634	-0.08303903133845161	0.06901365015207485	0.8559344269471395	0.9627997768034376	False
Brain-Nucleusaccumbens_basalganglia_v_WholeBlood	productive	829	827	0.0062619677322058	-0.06185541808137887	0.07432129001469649	0.857131727051125	0.9627997768034376	False
Heart-LeftVentricle_v_Skin-NotSunExposed_Suprapubic	productive	420	418	0.0087822363514798	-0.08697889543044356	0.10438255658588608	0.8575848835881443	0.9627997768034376	False
Esophagus-GastroesophagealJunction_v_Brain-Anteriorcingulatecortex_BA24	productive	598	596	-0.0070565072192702	-0.08718638629702982	0.07316409578148261	0.8632793597167242	0.9673091367865725	False
Brain-Amygdala_v_Artery-Tibial	productive	604	602	0.0068024227849792	-0.07301681700790512	0.08653507461768699	0.8675000688032343	0.9701528412513377	False
Testis_v_Esophagus-Mucosa	productive	755	753	0.006006954794514	-0.06537278492661765	0.07732553308049613	0.8691150310373175	0.9710110804859114	False
Skin-SunExposed_Lowerleg_v_Nerve-Tibial	productive	305	303	0.0093841033032562	-0.10303441018664804	0.12156590425180533	0.8703475996244867	0.9710110804859114	False
WholeBlood_v_Artery-Tibial	productive	606	604	0.0065456318734657	-0.0731401921502423	0.08614841166339578	0.8722483306527961	0.9710110804859114	False
Pancreas_v_Brain-Substantianigra	productive	602	600	0.0064116135147435	-0.07353808626528363	0.08627942839440791	0.875254301951267	0.9710110804859114	False
Thyroid_v_WholeBlood	productive	602	600	-0.0063952147546305	-0.08626314684520055	0.07355439281065497	0.8755707636343151	0.9710110804859114	False
Lung_v_Liver	productive	357	355	0.0082613442739162	-0.09561813980602524	0.1119628262624751	0.876388740680327	0.9710110804859114	False
Lung_v_Brain-Hippocampus	productive	655	653	0.0060745198957102	-0.07056674295972772	0.08264448446696666	0.8766877131170325	0.9710110804859114	False
Thyroid_v_Spleen	productive	269	267	-0.0093696404125704	-0.12882580452631268	0.11035455254384	0.8784288270365077	0.9710110804859114	False
Stomach_v_Brain-Putamen_basalganglia	productive	554	552	-0.0064972922140809	-0.08975335850610025	0.07684894834722253	0.8787261118748118	0.9710110804859114	False
Brain-Substantianigra_v_SmallIntestine-TerminalIleum	productive	641	639	-0.0059893450414022	-0.0833917122257757	0.07148485717072305	0.8797047639559474	0.9710110804859114	False
Brain-Cortex_v_Adipose-Subcutaneous	productive	793	791	-0.0053606603981894	-0.07495276739825556	0.06428341088115133	0.8801961821384752	0.9710110804859114	False
Esophagus-Mucosa_v_Liver	productive	294	292	0.0087331088852046	-0.10576692258840162	0.12300459338784794	0.8814695478911643	0.9710110804859114	False
SmallIntestine-TerminalIleum_v_Liver	productive	306	304	-0.0085282519021894	-0.12053856200943139	0.10369647963012202	0.8818885091703768	0.9710110804859114	False
Testis_v_WholeBlood	productive	1002	1000	0.0046716382972642	-0.05727642525022749	0.06658386639554982	0.8825842258015917	0.9710110804859114	False
Artery-Coronary_v_Cells-EBV-transformedlymphocytes	productive	568	566	0.0061058880978989	-0.07620309151569402	0.08833221575464292	0.884552263157921	0.9715022180111494	False
Stomach_v_Brain-Hippocampus	productive	537	535	0.0062491427224275	-0.0784062766988553	0.09081508385866867	0.88512383853993	0.9715022180111494	False
Stomach_v_Brain-Hypothalamus	productive	549	547	0.0059227342198677	-0.07779910988194907	0.08956162867430484	0.889877661411941	0.9744481713502982	False
Brain-Caudate_basalganglia_v_Pituitary	productive	433	431	-0.0066452087890806	-0.10082050186177915	0.08764810974468042	0.8903355391614285	0.9744481713502982	False
Brain-Spinalcord_cervicalc-1_v_Colon-Sigmoid	productive	530	528	-0.0059033428623215	-0.09102884069480639	0.07930779941337521	0.8921489999114844	0.9744481713502982	False
Brain-FrontalCortex_BA9_v_Nerve-Tibial	productive	647	645	-0.0053247387776359	-0.08237167519612175	0.07178546910214835	0.8924694440120684	0.9744481713502982	False
Brain-Caudate_basalganglia_v_Kidney-Cortex	productive	533	531	0.0057638280502429	-0.07920594907561525	0.09065045576074164	0.8943855660110696	0.9756164215806653	False
Artery-Coronary_v_Brain-Anteriorcingulatecortex_BA24	productive	609	607	0.0053086926280029	-0.07417343544187613	0.08472380100472446	0.8959815513287823	0.9758739582874693	False
Esophagus-GastroesophagealJunction_v_Skin-SunExposed_Lowerleg	productive	342	340	-0.006951762793017	-0.11292014002475668	0.09917297919065438	0.8980765611216375	0.976103299627772	False
Brain-Nucleusaccumbens_basalganglia_v_Kidney-Cortex	productive	574	572	-0.0052539891338491	-0.0870556157783824	0.07661801414792009	0.9000461066608939	0.976103299627772	False
Prostate_v_Brain-Caudate_basalganglia	productive	511	509	-0.0055300777759506	-0.09222730496219188	0.081250364403709	0.9007579451898954	0.976103299627772	False
Brain-Hypothalamus_v_Spleen	productive	718	716	-0.0044914412681903	-0.0776338052869219	0.06869901199031421	0.9043711156853448	0.9781800153707341	False
Brain-Amygdala_v_SmallIntestine-TerminalIleum	productive	673	671	-0.0045602613634717	-0.08010867535667514	0.07104024556397616	0.9060010173578708	0.9784623016460814	False
Liver_v_Brain-FrontalCortex_BA9	productive	776	774	0.0041777816030598	-0.0662204554371424	0.07453463283064693	0.9075000364592696	0.9784623016460814	False
Vagina_v_WholeBlood	productive	494	492	0.0052252266137564	-0.08303563132991998	0.09340474854663196	0.9077769343482512	0.9784623016460814	False
Testis_v_Artery-Coronary	productive	840	838	0.0039507044608603	-0.06370939822465589	0.07157465413296368	0.90897443211285	0.9784623016460814	False
Artery-Coronary_v_Spleen	productive	330	328	-0.0062039863540693	-0.11409241214408264	0.10182906632681941	0.9106058031389364	0.9784623016460814	False
Brain-Cerebellum_v_Artery-Tibial	productive	815	813	0.0039340929059496	-0.06475665903103041	0.0725877389227433	0.9107129206852408	0.9784623016460814	False
Colon-Transverse_v_Cells-EBV-transformedlymphocytes	productive	512	510	0.0049411257320136	-0.08175039072239094	0.09155843468810874	0.9111942339565476	0.9784623016460814	False
Brain-Hippocampus_v_Colon-Sigmoid	productive	512	510	0.004881043144518	-0.08181006018551469	0.09149884129545703	0.9122697088200672	0.9784623016460814	False
Cells-Culturedfibroblasts_v_Prostate	productive	306	304	0.0060520955479775	-0.10614450272973877	0.11809652641744901	0.9160297599207994	0.9795114230446165	False
Colon-Transverse_v_Brain-Hippocampus	productive	578	576	-0.0043336187186203	-0.08585826775509423	0.07724867691948367	0.9171993417276924	0.9795114230446165	False
Breast-MammaryTissue_v_Brain-FrontalCortex_BA9	productive	750	748	-0.0038000991973434	-0.07536851205493666	0.06780726391194151	0.9172512509430382	0.9795114230446165	False
Pituitary_v_Brain-FrontalCortex_BA9	productive	570	568	0.0043500884405167	-0.07780346008461357	0.08644495851374268	0.9174634223002716	0.9795114230446165	False
Cells-Culturedfibroblasts_v_Brain-Spinalcord_cervicalc-1	productive	604	602	0.0040122163163625	-0.07579105837937686	0.08376441879340105	0.9216130770524482	0.9820886116834314	False
Brain-Hypothalamus_v_Adipose-Subcutaneous	productive	667	665	0.003688145368562	-0.07224735257475055	0.07958113337787272	0.924256867528554	0.9826579683348877	False
Brain-Substantianigra_v_Nerve-Tibial	productive	440	438	-0.0045184104627246	-0.09796153391218776	0.08900368734941627	0.924704159274374	0.9826579683348877	False
Uterus_v_Cells-EBV-transformedlymphocytes	productive	628	626	-0.0036714671023794	-0.08188653978566783	0.07458855311805228	0.9268381065489908	0.98326596628219	False
Thyroid_v_Cells-EBV-transformedlymphocytes	productive	644	642	0.0034539690601348	-0.07382560884581332	0.08069231336009865	0.9302884835215502	0.9840971469562985	False
Brain-Cerebellum_v_Brain-Hippocampus	productive	391	389	-0.0041533954651234	-0.10328628722444826	0.09506119856110623	0.9347536797464132	0.9848308665836772	False
Brain-Nucleusaccumbens_basalganglia_v_Adipose-Subcutaneous	productive	731	729	-0.0029906915668525	-0.07548808050647869	0.06953814867301862	0.9356637037169296	0.9848308665836772	False
AdrenalGland_v_Brain-Hippocampus	productive	566	564	-0.003375235056322	-0.08576688435468041	0.07906226504824367	0.9361401485968296	0.9848308665836772	False
AdrenalGland_v_Brain-Spinalcord_cervicalc-1	productive	558	556	-0.0033939191037356	-0.0863742441984659	0.07963317212175725	0.9362438674785248	0.9848308665836772	False
Brain-Cerebellum_v_Lung	productive	904	902	-0.0026177283699899	-0.06780949370383307	0.06259629522785554	0.9373528494633228	0.9848308665836772	False
Prostate_v_Skin-SunExposed_Lowerleg	productive	288	286	-0.0046144035067874	-0.12013036573465853	0.1110248413988894	0.9378528113693648	0.9848308665836772	False
Brain-Anteriorcingulatecortex_BA24_v_Cells-EBV-transformedlymphocytes	productive	1025	1023	0.0022345529443399	-0.059005672674031166	0.06345802228570163	0.94303691417463	0.9884741473121348	False
Testis_v_Brain-Amygdala	productive	764	762	-0.002381853343957	-0.07329890103873699	0.0685591603485821	0.9475943537357078	0.9893738908694583	False
WholeBlood_v_Nerve-Tibial	productive	620	618	0.0025573646900182	-0.0761999385072221	0.08128295525697932	0.949328968164714	0.9893738908694583	False
Esophagus-GastroesophagealJunction_v_Brain-Caudate_basalganglia	productive	526	524	0.0027475928561843	-0.08276603414107649	0.08822105443714055	0.949873692064822	0.9893738908694583	False
Brain-Hypothalamus_v_Breast-MammaryTissue	productive	595	593	0.0025431201610793	-0.07785316133203964	0.08290653964935944	0.9506400624120664	0.9893738908694583	False
WholeBlood_v_Colon-Transverse	productive	510	508	0.0026704867891527	-0.084175063220745	0.08947577276646278	0.9520280368339192	0.9893738908694583	False
Esophagus-GastroesophagealJunction_v_Brain-Putamen_basalganglia	productive	525	523	0.002629026095142	-0.08296526268591721	0.0881848094394359	0.9520799110574736	0.9893738908694583	False
Artery-Aorta_v_Brain-Amygdala	productive	577	575	-0.002282512901907	-0.08389229524597819	0.07935768471847694	0.9563702861968416	0.991122076228794	False
Pituitary_v_Spleen	productive	397	395	-0.0027312118224035	-0.10112610934101975	0.09571659929027188	0.9567379625695124	0.991122076228794	False
Brain-Cerebellum_v_Artery-Coronary	productive	783	781	0.0015419680731646	-0.06852846391095001	0.07159726158110052	0.96563883412576	0.9920740246990227	False
Breast-MammaryTissue_v_Liver	productive	352	350	-0.0022622680023654	-0.1067683736538406	0.10229327611684431	0.9662651310323012	0.9920740246990227	False
Ovary_v_Brain-Hippocampus	productive	553	551	-0.0017737213567387	-0.08514031088385518	0.08161753022665295	0.9668045008657956	0.9920740246990227	False
Brain-Spinalcord_cervicalc-1_v_Liver	productive	641	639	-0.0015678567154725	-0.07899866677331842	0.07588175821947113	0.9683980689927836	0.9920740246990227	False
Cells-Culturedfibroblasts_v_Kidney-Cortex	productive	365	363	0.0018365363956327	-0.10083313413952338	0.10446750331063134	0.9721063281885984	0.9920740246990227	False
Cells-Culturedfibroblasts_v_Spleen	productive	414	412	0.0016259790716194	-0.09476674686901072	0.09798849864458498	0.9736875287403656	0.9920740246990227	False
Cells-Culturedfibroblasts_v_Nerve-Tibial	productive	253	251	-0.0020120518624577	-0.12530905439794304	0.12134615632039801	0.9745955047542784	0.9920740246990227	False
Brain-Caudate_basalganglia_v_Liver	productive	644	642	0.001174552233935	-0.07609202711449028	0.07842710966246663	0.976267314266299	0.9920740246990227	False
Adipose-Subcutaneous_v_Brain-Hippocampus	productive	616	614	0.0011552739658093	-0.0778491095560415	0.08014523837056745	0.9771717150878708	0.9920740246990227	False
Brain-Substantianigra_v_Colon-Sigmoid	productive	505	503	0.0011766913848828	-0.08608719716922397	0.08842266261635574	0.978956374348586	0.9920740246990227	False
Skin-NotSunExposed_Suprapubic_v_Nerve-Tibial	productive	299	297	0.0015289005100085	-0.11192089574626068	0.11493935380522413	0.9789969660734732	0.9920740246990227	False
Brain-Spinalcord_cervicalc-1_v_Adipose-Subcutaneous	productive	605	603	0.0010675766499706	-0.07865182653963794	0.08077341284292067	0.9790941345688816	0.9920740246990227	False
Artery-Aorta_v_SmallIntestine-TerminalIleum	productive	289	287	0.0014789595179136	-0.11391952665720777	0.11683806900011712	0.9800283534451756	0.9920740246990227	False
WholeBlood_v_Cells-EBV-transformedlymphocytes	productive	488	486	0.0011303642164326	-0.08764161064593413	0.08988452704278002	0.9801295165457956	0.9920740246990227	False
Testis_v_Skin-NotSunExposed_Suprapubic	productive	875	873	-0.0008278188116864	-0.0670996108913989	0.06545124554930384	0.9804919030999236	0.9920740246990227	False
